id,known_nt,cell_type,dataset
720575940629993466,acetylcholine,Mi1,fafb_flywire_630
720575940636258623,acetylcholine,Mi1,fafb_flywire_630
720575940606700674,acetylcholine,Mi1,fafb_flywire_630
720575940634116960,acetylcholine,Mi1,fafb_flywire_630
720575940627995411,acetylcholine,Mi1,fafb_flywire_630
720575940605017312,acetylcholine,Mi1,fafb_flywire_630
720575940634743136,acetylcholine,Mi1,fafb_flywire_630
720575940618416517,acetylcholine,Mi1,fafb_flywire_630
720575940637562458,acetylcholine,Mi1,fafb_flywire_630
720575940628471292,acetylcholine,Mi1,fafb_flywire_630
720575940611642773,acetylcholine,Mi1,fafb_flywire_630
720575940630687519,acetylcholine,Mi1,fafb_flywire_630
720575940607368322,acetylcholine,Mi1,fafb_flywire_630
720575940634769509,acetylcholine,Mi1,fafb_flywire_630
720575940629301820,acetylcholine,Mi1,fafb_flywire_630
720575940610174387,acetylcholine,Mi1,fafb_flywire_630
720575940615133115,acetylcholine,Mi1,fafb_flywire_630
720575940629067205,acetylcholine,Mi1,fafb_flywire_630
720575940625015015,acetylcholine,Mi1,fafb_flywire_630
720575940628351187,acetylcholine,Mi1,fafb_flywire_630
720575940627135643,acetylcholine,Mi1,fafb_flywire_630
720575940632391264,acetylcholine,Mi1,fafb_flywire_630
720575940631297583,acetylcholine,Mi1,fafb_flywire_630
720575940615452305,acetylcholine,Mi1,fafb_flywire_630
720575940617526868,acetylcholine,Mi1,fafb_flywire_630
720575940614427253,acetylcholine,Mi1,fafb_flywire_630
720575940613903477,acetylcholine,Mi1,fafb_flywire_630
720575940610818510,acetylcholine,Mi1,fafb_flywire_630
720575940619239734,acetylcholine,Mi1,fafb_flywire_630
720575940633918968,acetylcholine,Mi1,fafb_flywire_630
720575940627582972,acetylcholine,Mi1,fafb_flywire_630
720575940627306907,acetylcholine,Mi1,fafb_flywire_630
720575940639510616,acetylcholine,Mi1,fafb_flywire_630
720575940626070123,acetylcholine,Mi1,fafb_flywire_630
720575940618916699,acetylcholine,Mi1,fafb_flywire_630
720575940613985959,acetylcholine,Mi1,fafb_flywire_630
720575940640521357,acetylcholine,Mi1,fafb_flywire_630
720575940619205286,acetylcholine,Mi1,fafb_flywire_630
720575940632959583,acetylcholine,Mi1,fafb_flywire_630
720575940627357289,acetylcholine,Mi1,fafb_flywire_630
720575940634610807,acetylcholine,Mi1,fafb_flywire_630
720575940623800573,acetylcholine,Mi1,fafb_flywire_630
720575940613847983,acetylcholine,Mi1,fafb_flywire_630
720575940623561485,acetylcholine,Mi1,fafb_flywire_630
720575940617946395,acetylcholine,Mi1,fafb_flywire_630
720575940636567408,acetylcholine,Mi1,fafb_flywire_630
720575940630777206,acetylcholine,Mi1,fafb_flywire_630
720575940628350407,acetylcholine,Mi1,fafb_flywire_630
720575940630275840,acetylcholine,Mi1,fafb_flywire_630
720575940621056109,acetylcholine,Mi1,fafb_flywire_630
720575940635507055,acetylcholine,Mi1,fafb_flywire_630
720575940630419852,acetylcholine,Mi1,fafb_flywire_630
720575940632574893,acetylcholine,Tm3,fafb_flywire_630
720575940606817737,acetylcholine,Tm3,fafb_flywire_630
720575940629829175,acetylcholine,Mi1,fafb_flywire_630
720575940649234041,acetylcholine,Mi1,fafb_flywire_630
720575940628140231,acetylcholine,Tm3,fafb_flywire_630
720575940635178744,acetylcholine,Mi1,fafb_flywire_630
720575940630473035,acetylcholine,Tm3,fafb_flywire_630
720575940615625282,acetylcholine,Tm3,fafb_flywire_630
720575940604453408,acetylcholine,Tm3,fafb_flywire_630
720575940630496374,glutamate,MBON05,fafb_flywire_630
720575940624185095,glutamate,MBON02,fafb_flywire_630
720575940617552340,glutamate,MBON02,fafb_flywire_630
720575940638471357,glutamate,PVLP008,fafb_flywire_630
720575940612940269,glutamate,PVLP008,fafb_flywire_630
720575940621126896,glutamate,PVLP008,fafb_flywire_630
720575940611891437,glutamate,PVLP008,fafb_flywire_630
720575940624590316,glutamate,MBON03,fafb_flywire_630
720575940624694503,glutamate,MBON03,fafb_flywire_630
720575940621970352,octopamine,OA-VUMa2,fafb_flywire_630
720575940618320674,octopamine,OA-VPM3,fafb_flywire_630
720575940623703757,octopamine,OA-VUMa7,fafb_flywire_630
720575940625030920,serotonin,CSD,fafb_flywire_630
720575940617264501,serotonin,CSD,fafb_flywire_630
720575940612435685,dopamine,PPL201,fafb_flywire_630
720575940630166267,dopamine,PAM06,fafb_flywire_630
720575940660053121,dopamine,PAM06,fafb_flywire_630
720575940627567893,dopamine,PAM06,fafb_flywire_630
720575940629379415,dopamine,PAM08,fafb_flywire_630
720575940636316791,dopamine,PPM1201,fafb_flywire_630
720575940625185613,dopamine,PAM04,fafb_flywire_630
720575940619299054,dopamine,PAM08,fafb_flywire_630
720575940605827249,dopamine,PAM04,fafb_flywire_630
720575940621434145,dopamine,PAM04,fafb_flywire_630
720575940614991221,dopamine,PAM08,fafb_flywire_630
720575940630828485,dopamine,PAM06,fafb_flywire_630
720575940612857878,dopamine,PAM08,fafb_flywire_630
720575940630913221,dopamine,PPL204,fafb_flywire_630
720575940614457342,dopamine,PPL102,fafb_flywire_630
720575940611772514,dopamine,cL16,fafb_flywire_630
720575940630794703,dopamine,CB2730,fafb_flywire_630
720575940642744264,dopamine,PAM08,fafb_flywire_630
480918798,glutamate,LHPD3a4_c,hemibrain:v1.2.1
915960391,dopamine,FB6H,hemibrain:v1.2.1
759810119,serotonin,CSD,hemibrain:v1.2.1
267214250,acetylcholine,pC1b,hemibrain:v1.2.1
851459972,serotonin,CSD,hemibrain:v1.2.1
394225044,acetylcholine,MBON14,hemibrain:v1.2.1
948346463,dopamine,FB7B,hemibrain:v1.2.1
481268762,acetylcholine,LHPV5a3,hemibrain:v1.2.1
265120223,acetylcholine,LHPV5a3,hemibrain:v1.2.1
264779403,acetylcholine,LHPV5a3,hemibrain:v1.2.1
5813061512,glutamate,MBON06,hemibrain:v1.2.1
265120324,acetylcholine,LHPV5a3,hemibrain:v1.2.1
264783939,acetylcholine,LHPV5a3,hemibrain:v1.2.1
294436967,dopamine,PPL203,hemibrain:v1.2.1
574688277,acetylcholine,LHAD1d1,hemibrain:v1.2.1
296120593,acetylcholine,LHAV3a1_c,hemibrain:v1.2.1
5813008771,gaba,M_vPNml53,hemibrain:v1.2.1
329435390,dopamine,PAM10,hemibrain:v1.2.1
1570685224,gaba,M_vPNml53,hemibrain:v1.2.1
267551639,acetylcholine,pC1c,hemibrain:v1.2.1
480599285,acetylcholine,LHAV3a1_b,hemibrain:v1.2.1
1140996390,dopamine,PAM04_a,hemibrain:v1.2.1
5813020698,dopamine,FB7B,hemibrain:v1.2.1
294792184,gaba,M_vPNml53,hemibrain:v1.2.1
329566174,octopamine,OA-VPM3,hemibrain:v1.2.1
517854468,acetylcholine,MBON19,hemibrain:v1.2.1
638472166,acetylcholine,LHAD1d1,hemibrain:v1.2.1
295461871,acetylcholine,LHAV3a1_b,hemibrain:v1.2.1
386834269,glutamate,DN1pB,hemibrain:v1.2.1
295798962,acetylcholine,LHAV3a1_a,hemibrain:v1.2.1
5813010153,glutamate,DN1pA,hemibrain:v1.2.1
423774471,acetylcholine,MBON19,hemibrain:v1.2.1
297908801,serotonin,5-HTPMPD01,hemibrain:v1.2.1
480257896,acetylcholine,LHAV3a1_a,hemibrain:v1.2.1
297230760,serotonin,5-HTPMPD01,hemibrain:v1.2.1
5813071319,glutamate,DN1pB,hemibrain:v1.2.1
5813035242,acetylcholine,LHAD1d1,hemibrain:v1.2.1
5813020684,dopamine,FB6H,hemibrain:v1.2.1
480923210,acetylcholine,LHPV6a10,hemibrain:v1.2.1
5812980567,dopamine,PAM09,hemibrain:v1.2.1
5813061260,octopamine,OA-VPM3,hemibrain:v1.2.1
1570685033,gaba,M_vPNml54,hemibrain:v1.2.1
300972942,acetylcholine,MBON14,hemibrain:v1.2.1
800264315,dopamine,PAM04_a,hemibrain:v1.2.1
480258191,acetylcholine,LHAV3a1_b,hemibrain:v1.2.1
392821837,acetylcholine,pC1b,hemibrain:v1.2.1
299613480,dopamine,PAM09,hemibrain:v1.2.1
356467849,glutamate,LHPD3a1,hemibrain:v1.2.1
359586213,dopamine,PAM09,hemibrain:v1.2.1
5813075824,dopamine,PAM09,hemibrain:v1.2.1
5813096129,acetylcholine,LHAD1d2,hemibrain:v1.2.1
5813068729,acetylcholine,MBON14,hemibrain:v1.2.1
5813046951,acetylcholine,pC1a,hemibrain:v1.2.1
5813062781,acetylcholine,LHAD3a1,hemibrain:v1.2.1
324846570,glutamate,DN1pA,hemibrain:v1.2.1
325455473,acetylcholine,LHPV6a3_a,hemibrain:v1.2.1
298595394,dopamine,PAM10,hemibrain:v1.2.1
5813035078,acetylcholine,LHAV3a1_a,hemibrain:v1.2.1
604009598,acetylcholine,LHAD3b1_a,hemibrain:v1.2.1
517518166,gaba,MBON11,hemibrain:v1.2.1
391716661,acetylcholine,LHAD1d2,hemibrain:v1.2.1
419929377,acetylcholine,LHAV3a1_a,hemibrain:v1.2.1
1048207713,dopamine,PAM09,hemibrain:v1.2.1
328533761,dopamine,PPL201,hemibrain:v1.2.1
5813010200,acetylcholine,LHPV5d1_a,hemibrain:v1.2.1
5813012375,acetylcholine,LHPV5d1_a,hemibrain:v1.2.1
328253133,dopamine,PAM10,hemibrain:v1.2.1
329220439,acetylcholine,LHPV5d1_a,hemibrain:v1.2.1
604705430,acetylcholine,LHAD3b1_e,hemibrain:v1.2.1
297921527,acetylcholine,LHAV6a3_a,hemibrain:v1.2.1
361269751,acetylcholine,LHPV5c1_b,hemibrain:v1.2.1
1110972158,dopamine,PAM10,hemibrain:v1.2.1
602999843,acetylcholine,LHPV5d1_a,hemibrain:v1.2.1
328546871,dopamine,PAM10,hemibrain:v1.2.1
422725634,glutamate,MBON06,hemibrain:v1.2.1
386825553,glutamate,LHPD3a1,hemibrain:v1.2.1
362715189,dopamine,FB5H,hemibrain:v1.2.1
361955275,acetylcholine,LHAD3a1,hemibrain:v1.2.1
5813067721,acetylcholine,MBON14,hemibrain:v1.2.1
1036637638,serotonin,ExR3,hemibrain:v1.2.1
573328182,acetylcholine,LHPV5c1_b,hemibrain:v1.2.1
1141328881,dopamine,PAM04_a,hemibrain:v1.2.1
360941147,dopamine,PAM09,hemibrain:v1.2.1
391609333,acetylcholine,LHAV6a3_b,hemibrain:v1.2.1
573333575,acetylcholine,LHPV5d1_b,hemibrain:v1.2.1
511617404,acetylcholine,LHAD1d1,hemibrain:v1.2.1
919763043,serotonin,ExR3,hemibrain:v1.2.1
572988605,acetylcholine,LHAV6a1_a,hemibrain:v1.2.1
325529237,glutamate,DN1pA,hemibrain:v1.2.1
329211098,acetylcholine,LHAV6a3_a,hemibrain:v1.2.1
329561615,acetylcholine,LHAD3b1_c,hemibrain:v1.2.1
542634818,acetylcholine,DM1_lPN,hemibrain:v1.2.1
454697392,acetylcholine,LHAV6a3_a,hemibrain:v1.2.1
360254994,acetylcholine,LHPV5c1_b,hemibrain:v1.2.1
5813010948,acetylcholine,LHPV6h2,hemibrain:v1.2.1
389917104,glutamate,LHPV4d5,hemibrain:v1.2.1
360314997,acetylcholine,LHAD1d2,hemibrain:v1.2.1
418865948,glutamate,LHPD3a1,hemibrain:v1.2.1
449568848,acetylcholine,LHPV6h2,hemibrain:v1.2.1
387944118,glutamate,DN1pA,hemibrain:v1.2.1
359598627,dopamine,PAM10,hemibrain:v1.2.1
359744514,acetylcholine,pC1a,hemibrain:v1.2.1
361269864,acetylcholine,LHAD3b1_g,hemibrain:v1.2.1
487454622,acetylcholine,LHAD3b1_e,hemibrain:v1.2.1
391958379,acetylcholine,LHAD3b1_b,hemibrain:v1.2.1
360236750,acetylcholine,LHAD3b1_e,hemibrain:v1.2.1
456427965,acetylcholine,LHAD3b1_b,hemibrain:v1.2.1
360578457,acetylcholine,LHAV6a3_a,hemibrain:v1.2.1
549895967,acetylcholine,LHAD3b1_e,hemibrain:v1.2.1
386825720,glutamate,LHPD3a4_c,hemibrain:v1.2.1
634038998,acetylcholine,LHAD3b1_g,hemibrain:v1.2.1
360595711,gaba,LHAV2k3,hemibrain:v1.2.1
610938082,acetylcholine,LHAD3b1_g,hemibrain:v1.2.1
268725517,dopamine,PAM09,hemibrain:v1.2.1
357146296,acetylcholine,LHPV4l1,hemibrain:v1.2.1
923726321,dopamine,PAM04_a,hemibrain:v1.2.1
574011220,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
422307542,acetylcholine,LHPV5c1_d,hemibrain:v1.2.1
360578625,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
452672881,glutamate,LHPV4d1,hemibrain:v1.2.1
512765816,acetylcholine,LHAD1b6_a,hemibrain:v1.2.1
1203066222,dopamine,PAM04_a,hemibrain:v1.2.1
387166379,glutamate,DN1pA,hemibrain:v1.2.1
457516092,acetylcholine,LHAD3b1_g,hemibrain:v1.2.1
386821054,glutamate,LHPD3a2_a,hemibrain:v1.2.1
5813010385,acetylcholine,LHPV6a3_b,hemibrain:v1.2.1
392299403,acetylcholine,LHAD3b1_f,hemibrain:v1.2.1
424767514,gaba,MBON11,hemibrain:v1.2.1
513058708,acetylcholine,LHPV5b1,hemibrain:v1.2.1
579562628,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
387870860,acetylcholine,LHPV6c1,hemibrain:v1.2.1
390948580,acetylcholine,LHAV6b1_a,hemibrain:v1.2.1
392640591,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
390948259,acetylcholine,LHAV6b1_a,hemibrain:v1.2.1
5813039980,gaba,LHAV2k3,hemibrain:v1.2.1
541957126,glutamate,LHPV4d5,hemibrain:v1.2.1
574372960,acetylcholine,LHPV6a3_b,hemibrain:v1.2.1
388863775,acetylcholine,LHPV6a3_b,hemibrain:v1.2.1
5813129316,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
669857319,acetylcholine,LHAV4b3,hemibrain:v1.2.1
636798093,acetylcholine,LHPV5c1_a,hemibrain:v1.2.1
424789697,glutamate,MBON02,hemibrain:v1.2.1
699203489,acetylcholine,LHPV5c1_d,hemibrain:v1.2.1
5813077898,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
698846779,glutamate,LHPV4d10,hemibrain:v1.2.1
391273276,acetylcholine,LHPV5c1_a,hemibrain:v1.2.1
1231299343,dopamine,PAM11,hemibrain:v1.2.1
448225646,glutamate,LHPD3a4_b,hemibrain:v1.2.1
668144344,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
603681826,acetylcholine,LHAV6a3_b,hemibrain:v1.2.1
417186656,glutamate,LHPD3a1,hemibrain:v1.2.1
821642912,glutamate,LHPV4d1,hemibrain:v1.2.1
730325440,acetylcholine,LHPV5b1,hemibrain:v1.2.1
422640861,acetylcholine,LHPV5c1_a,hemibrain:v1.2.1
421957711,acetylcholine,LHAV6a3_b,hemibrain:v1.2.1
5813009995,acetylcholine,LHAV6a1_b,hemibrain:v1.2.1
5813009429,acetylcholine,LHPV5c1_d,hemibrain:v1.2.1
418552044,acetylcholine,LHPV6h2,hemibrain:v1.2.1
735282133,dopamine,PAM09,hemibrain:v1.2.1
1570684665,gaba,M_vPNml54,hemibrain:v1.2.1
422682603,dopamine,PAM04_a,hemibrain:v1.2.1
419557747,acetylcholine,LHPV6a3_b,hemibrain:v1.2.1
611352588,acetylcholine,LHAD1b6_b,hemibrain:v1.2.1
424025668,acetylcholine,LHPV5c1_a,hemibrain:v1.2.1
423330124,acetylcholine,LHAV6a3_b,hemibrain:v1.2.1
425471220,acetylcholine,LHAD1b6_a,hemibrain:v1.2.1
5812980272,acetylcholine,LHAD3a10_b,hemibrain:v1.2.1
694834412,acetylcholine,VM4_adPN,hemibrain:v1.2.1
452336897,acetylcholine,LHAD1b6_a,hemibrain:v1.2.1
1047183897,dopamine,PAM04_a,hemibrain:v1.2.1
634741770,acetylcholine,LHPV5b1,hemibrain:v1.2.1
613398716,dopamine,PAM01_b,hemibrain:v1.2.1
417554241,glutamate,LHPV4g2,hemibrain:v1.2.1
423343583,acetylcholine,LHPV5c1_c,hemibrain:v1.2.1
487899562,dopamine,PAM01_a,hemibrain:v1.2.1
456174330,dopamine,PAM01_b,hemibrain:v1.2.1
604364004,acetylcholine,LHAD3b1_e,hemibrain:v1.2.1
451995734,acetylcholine,LHAD1b6_b,hemibrain:v1.2.1
454045389,acetylcholine,LHAD1a1,hemibrain:v1.2.1
5901208687,acetylcholine,LHPV5g2,hemibrain:v1.2.1
642664141,acetylcholine,MBON15,hemibrain:v1.2.1
425276848,serotonin,DPM,hemibrain:v1.2.1
455431209,dopamine,PAM10,hemibrain:v1.2.1
790922968,glutamate,LHPV4a12_a,hemibrain:v1.2.1
453380528,dopamine,PAM04_b,hemibrain:v1.2.1
5813035164,glutamate,LHPD3a4_b,hemibrain:v1.2.1
1202397143,dopamine,PAM01_b,hemibrain:v1.2.1
452677169,acetylcholine,LHAV6b1_b,hemibrain:v1.2.1
450919762,glutamate,LHPV4d4,hemibrain:v1.2.1
665439889,glutamate,LHPV4b3,hemibrain:v1.2.1
511262901,acetylcholine,LHAV6b1_a,hemibrain:v1.2.1
480581806,glutamate,LHPD3a1,hemibrain:v1.2.1
571666434,acetylcholine,LHPD2a1,hemibrain:v1.2.1
948135822,acetylcholine,LHAV2a2,hemibrain:v1.2.1
5813022459,acetylcholine,LHAD1b2_b,hemibrain:v1.2.1
5813129400,acetylcholine,LHPV5g2,hemibrain:v1.2.1
457516218,acetylcholine,LHAD3b1_h,hemibrain:v1.2.1
455159380,dopamine,PAM01_b,hemibrain:v1.2.1
456846996,dopamine,PAM11,hemibrain:v1.2.1
5813011756,acetylcholine,LHAD3a10_a,hemibrain:v1.2.1
5813020038,glutamate,LHPV4d10,hemibrain:v1.2.1
514850616,acetylcholine,pC1e,hemibrain:v1.2.1
449289591,glutamate,LHPV4g2,hemibrain:v1.2.1
482762280,dopamine,PAM11,hemibrain:v1.2.1
1077847238,dopamine,PAM11,hemibrain:v1.2.1
484735678,dopamine,PAM04_a,hemibrain:v1.2.1
541697718,serotonin,5-HTPMPV01,hemibrain:v1.2.1
1419019956,dopamine,PAM04_a,hemibrain:v1.2.1
479917037,glutamate,LHPD3a1,hemibrain:v1.2.1
5812983533,dopamine,PAM11,hemibrain:v1.2.1
5813020828,acetylcholine,MBON18,hemibrain:v1.2.1
543770627,acetylcholine,LHAV2i2,hemibrain:v1.2.1
480258202,glutamate,LHPV4a10_a,hemibrain:v1.2.1
1703683361,acetylcholine,DA3_adPN,hemibrain:v1.2.1
483716037,acetylcholine,LHAD1a1,hemibrain:v1.2.1
480590566,gaba,LHPV12a1,hemibrain:v1.2.1
1169993905,dopamine,PAM05,hemibrain:v1.2.1
612638791,dopamine,PAM04_a,hemibrain:v1.2.1
486444499,acetylcholine,LHAV2a2,hemibrain:v1.2.1
5813040727,glutamate,LHPV4j3,hemibrain:v1.2.1
542039038,dopamine,PPL204,hemibrain:v1.2.1
1233773217,dopamine,PAM01_a,hemibrain:v1.2.1
1203066401,dopamine,PAM04_a,hemibrain:v1.2.1
457196643,acetylcholine,MBON28,hemibrain:v1.2.1
485430434,acetylcholine,aSP-g1,hemibrain:v1.2.1
485430376,acetylcholine,LHAD1a2_c,hemibrain:v1.2.1
542980274,glutamate,LHPV4a10_b,hemibrain:v1.2.1
5901196176,acetylcholine,LHPV5b1,hemibrain:v1.2.1
509928512,acetylcholine,LHPD2b1_a,hemibrain:v1.2.1
1640568102,acetylcholine,DL3_lPN,hemibrain:v1.2.1
5812981264,acetylcholine,MBON17,hemibrain:v1.2.1
481268653,gaba,M_vPNml89,hemibrain:v1.2.1
1141329053,dopamine,PAM04_a,hemibrain:v1.2.1
673366098,acetylcholine,MBON16,hemibrain:v1.2.1
480927537,gaba,M_vPNml70,hemibrain:v1.2.1
482974860,acetylcholine,LHPV5b1,hemibrain:v1.2.1
480577646,glutamate,LHPD3a2_b,hemibrain:v1.2.1
510926056,glutamate,LHPD3a4_b,hemibrain:v1.2.1
486501502,acetylcholine,LHPV5g2,hemibrain:v1.2.1
511267109,glutamate,LHPD3a4_c,hemibrain:v1.2.1
511608576,glutamate,LHPD3a2_c,hemibrain:v1.2.1
574364525,glutamate,LHPD3a2_b,hemibrain:v1.2.1
454252960,dopamine,PAM10,hemibrain:v1.2.1
5813022404,dopamine,PAM01_b,hemibrain:v1.2.1
542665377,gaba,M_vPNml79,hemibrain:v1.2.1
728836965,acetylcholine,LHPV5c1_d,hemibrain:v1.2.1
5813078603,serotonin,5-HTPMPV01,hemibrain:v1.2.1
386821081,glutamate,LHPD3a2_c,hemibrain:v1.2.1
573695941,glutamate,LHPV4b3,hemibrain:v1.2.1
488559952,dopamine,PAM01_a,hemibrain:v1.2.1
513050445,acetylcholine,LHPV5b1,hemibrain:v1.2.1
485775679,acetylcholine,aSP-g1,hemibrain:v1.2.1
5812979502,dopamine,PAM01_a,hemibrain:v1.2.1
483017681,acetylcholine,LHAD1b2_b,hemibrain:v1.2.1
1172372655,dopamine,PAM02,hemibrain:v1.2.1
514073078,acetylcholine,LHAD1a2_b,hemibrain:v1.2.1
5812982779,dopamine,PAM01_b,hemibrain:v1.2.1
544107243,acetylcholine,LHAD1b2_d,hemibrain:v1.2.1
517207902,dopamine,PAM05,hemibrain:v1.2.1
540998783,glutamate,LHPV4c1_a,hemibrain:v1.2.1
1234386037,glutamate,MBON07,hemibrain:v1.2.1
512765910,dopamine,PAM11,hemibrain:v1.2.1
1204124270,dopamine,PAM01_a,hemibrain:v1.2.1
486315287,dopamine,FB5H,hemibrain:v1.2.1
480922968,glutamate,LHPD3a2_c,hemibrain:v1.2.1
1140655376,dopamine,PAM02,hemibrain:v1.2.1
645090294,dopamine,PAM04_a,hemibrain:v1.2.1
1202125326,dopamine,PAM01_b,hemibrain:v1.2.1
457196444,acetylcholine,MBON18,hemibrain:v1.2.1
1295855722,dopamine,PAM01_b,hemibrain:v1.2.1
733036127,glutamate,MBON07,hemibrain:v1.2.1
667132722,acetylcholine,LHAD1a2_c,hemibrain:v1.2.1
544107335,acetylcholine,LHAD1b2_a,hemibrain:v1.2.1
511271342,glutamate,LHPD3a4_a,hemibrain:v1.2.1
573329304,acetylcholine,LHPD2a1,hemibrain:v1.2.1
5813063587,acetylcholine,pC1d,hemibrain:v1.2.1
550319575,acetylcholine,pC1c,hemibrain:v1.2.1
1169989698,dopamine,PAM05,hemibrain:v1.2.1
549610772,dopamine,PAM05,hemibrain:v1.2.1
513451621,dopamine,PAM11,hemibrain:v1.2.1
5901222910,acetylcholine,DM2_lPN,hemibrain:v1.2.1
479917027,glutamate,LHPD3a2_b,hemibrain:v1.2.1
513323340,glutamate,LHPV4b3,hemibrain:v1.2.1
925799233,dopamine,PAM01_b,hemibrain:v1.2.1
543010474,gaba,VP4+_vPN,hemibrain:v1.2.1
5901197773,acetylcholine,LHAV4b3,hemibrain:v1.2.1
511267220,glutamate,LHPD3a4_c,hemibrain:v1.2.1
549955973,dopamine,PAM01_a,hemibrain:v1.2.1
542634516,acetylcholine,LHPD2a1,hemibrain:v1.2.1
766298734,dopamine,PAM11,hemibrain:v1.2.1
543365151,gaba,SLP002,hemibrain:v1.2.1
1418351262,dopamine,PAM04_a,hemibrain:v1.2.1
544750318,acetylcholine,LHAV6b1_b,hemibrain:v1.2.1
574128034,acetylcholine,LHAV2i2,hemibrain:v1.2.1
850294342,glutamate,LHPV4g2,hemibrain:v1.2.1
573337611,acetylcholine,LHPD2a1,hemibrain:v1.2.1
542639270,glutamate,LHPV4a10_a,hemibrain:v1.2.1
5812979271,dopamine,PAM06_a,hemibrain:v1.2.1
1109568718,dopamine,PAM11,hemibrain:v1.2.1
696082279,acetylcholine,LHPV5d1_b,hemibrain:v1.2.1
634379734,gaba,M_vPNml88,hemibrain:v1.2.1
666135689,acetylcholine,DA3_adPN,hemibrain:v1.2.1
551445253,dopamine,PAM04_a,hemibrain:v1.2.1
542311358,gaba,M_vPNml69,hemibrain:v1.2.1
5813010799,gaba,LHAV4b1_b,hemibrain:v1.2.1
728858272,glutamate,LHPV4d10,hemibrain:v1.2.1
1109957857,dopamine,PAM01_a,hemibrain:v1.2.1
674001478,acetylcholine,LHAV2a2,hemibrain:v1.2.1
731917767,acetylcholine,LHPV5b1,hemibrain:v1.2.1
541632990,gaba,M_vPNml70,hemibrain:v1.2.1
1016114585,dopamine,PAM11,hemibrain:v1.2.1
546511447,acetylcholine,LHPV5a1_b,hemibrain:v1.2.1
543679473,glutamate,LHPV4b2,hemibrain:v1.2.1
548872750,acetylcholine,LHPD2b1_a,hemibrain:v1.2.1
613847777,dopamine,PAM01_a,hemibrain:v1.2.1
549521047,acetylcholine,LHAV2k2,hemibrain:v1.2.1
760604568,acetylcholine,LHAD1a2_b,hemibrain:v1.2.1
1234481054,dopamine,PAM01_a,hemibrain:v1.2.1
573005505,acetylcholine,LHPV5b3,hemibrain:v1.2.1
5813045696,gaba,M_vPNml86,hemibrain:v1.2.1
1571025824,gaba,M_vPNml86,hemibrain:v1.2.1
1266871604,dopamine,PAM01_a,hemibrain:v1.2.1
643501489,dopamine,PAM02,hemibrain:v1.2.1
1141350537,dopamine,PAM08_b,hemibrain:v1.2.1
5813098080,gaba,LHAV4a1_b,hemibrain:v1.2.1
5813089504,acetylcholine,LHPD2b1_a,hemibrain:v1.2.1
574395727,gaba,PLP089,hemibrain:v1.2.1
887148641,acetylcholine,aSP-g1,hemibrain:v1.2.1
5813021261,dopamine,PAM11,hemibrain:v1.2.1
545440837,acetylcholine,LHAD1a2_a,hemibrain:v1.2.1
551790504,dopamine,PAM04_a,hemibrain:v1.2.1
1233505806,dopamine,PAM02,hemibrain:v1.2.1
730562988,acetylcholine,LHAD1b2_d,hemibrain:v1.2.1
578694777,dopamine,PAM11,hemibrain:v1.2.1
1764091241,acetylcholine,DM6_adPN,hemibrain:v1.2.1
696791034,glutamate,LHPV4d4,hemibrain:v1.2.1
541952417,glutamate,LHPV4a10_a,hemibrain:v1.2.1
576825965,octopamine,OA-VUMa7,hemibrain:v1.2.1
576764909,gaba,PLP089,hemibrain:v1.2.1
1850706912,acetylcholine,VC2_lPN,hemibrain:v1.2.1
630714299,acetylcholine,DM2_lPN,hemibrain:v1.2.1
544021095,acetylcholine,DA4l_adPN,hemibrain:v1.2.1
944055652,gaba,LHAV4g2,hemibrain:v1.2.1
542652506,gaba,DM4_vPN,hemibrain:v1.2.1
543321179,acetylcholine,LHAD1b2_c,hemibrain:v1.2.1
5813040941,dopamine,PAM02,hemibrain:v1.2.1
579169802,gaba,LHAV4e7_a,hemibrain:v1.2.1
1670934213,acetylcholine,DL4_adPN,hemibrain:v1.2.1
1016118449,dopamine,PAM11,hemibrain:v1.2.1
788306624,acetylcholine,DM6_adPN,hemibrain:v1.2.1
1047525093,dopamine,PAM01_a,hemibrain:v1.2.1
1047489962,dopamine,PAM11,hemibrain:v1.2.1
356131764,glutamate,LHPD3a4_b,hemibrain:v1.2.1
673702721,acetylcholine,MBON15,hemibrain:v1.2.1
1297815807,dopamine,PAM10,hemibrain:v1.2.1
912022866,glutamate,LHPV4b3,hemibrain:v1.2.1
573333284,acetylcholine,LHPV5a1_a,hemibrain:v1.2.1
1171690432,dopamine,PAM02,hemibrain:v1.2.1
5813070872,acetylcholine,DM6_adPN,hemibrain:v1.2.1
574037266,acetylcholine,DA4m_adPN,hemibrain:v1.2.1
5813063239,acetylcholine,VP5+Z_adPN,hemibrain:v1.2.1
5812979558,dopamine,PAM01_b,hemibrain:v1.2.1
5813098776,dopamine,PAM02,hemibrain:v1.2.1
610916994,acetylcholine,aSP-g1,hemibrain:v1.2.1
575806223,acetylcholine,LHAD1a1,hemibrain:v1.2.1
1694850602,gaba,M_vPNml89,hemibrain:v1.2.1
